,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,60,Kazakhstan,5.809,1.173,1.508,0.729,0.41,0.096,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,61,Bolivia,5.779,0.776,1.209,0.706,0.511,0.064,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,62,Hungary,5.758,1.201,1.41,0.828,0.199,0.02,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,63,Paraguay,5.743,0.855,1.475,0.777,0.514,0.08,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,64,Northern Cyprus,5.718,1.263,1.252,1.042,0.417,0.162,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,65,Peru,5.697,0.96,1.274,0.854,0.455,0.027,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,66,Portugal,5.693,1.221,1.431,0.999,0.508,0.025,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,67,Pakistan,5.653,0.677,0.886,0.535,0.313,0.098,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,68,Russia,5.648,1.183,1.452,0.726,0.334,0.031,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,69,Philippines,5.631,0.807,1.293,0.657,0.558,0.107,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,70,Serbia,5.603,1.004,1.383,0.854,0.282,0.039,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,71,Moldova,5.529,0.685,1.328,0.739,0.245,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,72,Libya,5.525,1.044,1.303,0.673,0.416,0.152,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,73,Montenegro,5.523,1.051,1.361,0.871,0.197,0.08,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,74,Tajikistan,5.467,0.493,1.098,0.718,0.389,0.144,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,75,Croatia,5.432,1.155,1.266,0.914,0.296,0.022,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,Hong Kong,5.43,1.438,1.277,1.122,0.44,0.287,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,77,Dominican Republic,5.425,1.015,1.401,0.779,0.497,0.101,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,78,Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.006,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,79,Turkey,5.373,1.183,1.36,0.808,0.195,0.106,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,80,Malaysia,5.339,1.221,1.171,0.828,0.508,0.024,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,81,Belarus,5.323,1.067,1.465,0.789,0.235,0.142,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,82,Greece,5.287,1.181,1.156,0.999,0.067,0.034,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,83,Mongolia,5.285,0.948,1.531,0.667,0.317,0.038,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,84,North Macedonia,5.274,0.983,1.294,0.838,0.345,0.034,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,85,Nigeria,5.265,0.696,1.111,0.245,0.426,0.041,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,86,Kyrgyzstan,5.261,0.551,1.438,0.723,0.508,0.023,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,87,Turkmenistan,5.247,1.052,1.538,0.657,0.394,0.028,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,88,Algeria,5.211,1.002,1.16,0.785,0.086,0.114,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,89,Morocco,5.208,0.801,0.782,0.782,0.418,0.076,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,90,Azerbaijan,5.208,1.043,1.147,0.769,0.351,0.182,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,91,Lebanon,5.197,0.987,1.224,0.815,0.216,0.027,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,92,Indonesia,5.192,0.931,1.203,0.66,0.491,0.028,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,93,China,5.191,1.029,1.125,0.893,0.521,0.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,94,Vietnam,5.175,0.741,1.346,0.851,0.543,0.073,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,95,Bhutan,5.082,0.813,1.321,0.604,0.457,0.167,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,96,Cameroon,5.044,0.549,0.91,0.331,0.381,0.037,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,97,Bulgaria,5.011,1.092,1.513,0.815,0.311,0.004,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,98,Ghana,4.996,0.611,0.868,0.486,0.381,0.04,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,99,Ivory Coast,4.944,0.569,0.808,0.232,0.352,0.09,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,100,Nepal,4.913,0.446,1.226,0.677,0.439,0.089,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,101,Jordan,4.906,0.837,1.225,0.815,0.383,0.13,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,102,Benin,4.883,0.393,0.437,0.397,0.349,0.082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,103,Congo (Brazzaville),4.812,0.673,0.799,0.508,0.372,0.093,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,104,Gabon,4.799,1.057,1.183,0.571,0.295,0.055,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,105,Laos,4.796,0.764,1.03,0.551,0.547,0.164,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,106,South Africa,4.722,0.96,1.351,0.469,0.389,0.055,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,107,Albania,4.719,0.947,0.848,0.874,0.383,0.027,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,108,Venezuela,4.707,0.96,1.427,0.805,0.154,0.047,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,109,Cambodia,4.7,0.574,1.122,0.637,0.609,0.062,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,110,Palestinian Territories,4.696,0.657,1.247,0.672,0.225,0.066,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,111,Senegal,4.681,0.45,1.134,0.571,0.292,0.072,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,112,Somalia,4.668,0,0.698,0.268,0.559,0.27,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,113,Namibia,4.639,0.879,1.313,0.477,0.401,0.056,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,114,Niger,4.628,0.138,0.774,0.366,0.318,0.102,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,115,Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.113,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,116,Armenia,4.559,0.85,1.055,0.815,0.283,0.064,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,117,Iran,4.548,1.1,0.842,0.785,0.305,0.125,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,118,Guinea,4.534,0.38,0.829,0.375,0.332,0.086,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,119,Georgia,4.519,0.886,0.666,0.752,0.346,0.164,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,120,Gambia,4.516,0.308,0.939,0.428,0.382,0.167,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,121,Kenya,4.509,0.512,0.983,0.581,0.431,0.053,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,122,Mauritania,4.49,0.57,1.167,0.489,0.066,0.088,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,123,Mozambique,4.466,0.204,0.986,0.39,0.494,0.138,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,124,Tunisia,4.461,0.921,1,0.815,0.167,0.055,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,125,Bangladesh,4.456,0.562,0.928,0.723,0.527,0.143,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,126,Iraq,4.437,1.043,0.98,0.574,0.241,0.089,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,127,Congo (Kinshasa),4.418,0.094,1.125,0.357,0.269,0.053,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,128,Mali,4.39,0.385,1.105,0.308,0.327,0.052,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,129,Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.045,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,130,Sri Lanka,4.366,0.949,1.265,0.831,0.47,0.047,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,131,Myanmar,4.36,0.71,1.181,0.555,0.525,0.172,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,132,Chad,4.35,0.35,0.766,0.192,0.174,0.078,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,133,Ukraine,4.332,0.82,1.39,0.739,0.178,0.01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,134,Ethiopia,4.286,0.336,1.033,0.532,0.344,0.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,135,Swaziland,4.212,0.811,1.149,0,0.313,0.135,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,136,Uganda,4.189,0.332,1.069,0.443,0.356,0.06,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,137,Egypt,4.166,0.913,1.039,0.644,0.241,0.067,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,138,Zambia,4.107,0.578,1.058,0.426,0.431,0.087,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,139,Togo,4.085,0.275,0.572,0.41,0.293,0.085,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,140,India,4.015,0.755,0.765,0.588,0.498,0.085,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,141,Liberia,3.975,0.073,0.922,0.443,0.37,0.033,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,142,Comoros,3.973,0.274,0.757,0.505,0.142,0.078,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,143,Madagascar,3.933,0.274,0.916,0.555,0.148,0.041,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,144,Lesotho,3.802,0.489,1.169,0.168,0.359,0.093,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,145,Burundi,3.775,0.046,0.447,0.38,0.22,0.18,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,146,Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.089,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,147,Haiti,3.597,0.323,0.688,0.449,0.026,0.11,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,148,Botswana,3.488,1.041,1.145,0.538,0.455,0.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,149,Syria,3.462,0.619,0.378,0.44,0.013,0.141,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,150,Malawi,3.41,0.191,0.56,0.495,0.443,0.089,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,151,Yemen,3.38,0.287,1.163,0.463,0.143,0.077,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,152,Rwanda,3.334,0.359,0.711,0.614,0.555,0.411,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,153,Tanzania,3.231,0.476,0.885,0.499,0.417,0.147,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,154,Afghanistan,3.203,0.35,0.517,0.361,0,0.025,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,155,Central African Republic,3.083,0.026,0,0.105,0.225,0.035,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,156,South Sudan,2.853,0.306,0.575,0.295,0.01,0.091,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954329729,71.9008255,0.949172199,0.195444584,Finland,Western Europe,7.808700085,0.031156305,7.869766235,7.747633934,10.63926697,1.972316742,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955990791,72.40250397,0.951444268,0.168489456,Denmark,Western Europe,7.645599842,0.033492286,7.711244583,7.579955101,10.77400112,1.972316742,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942846596,74.10244751,0.921336651,0.303728431,Switzerland,Western Europe,7.559899807,0.035014171,7.628527641,7.491271973,10.97993279,1.972316742,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974669576,73,0.948891878,0.711709738,Iceland,Western Europe,7.504499912,0.059615862,7.621346951,7.387652874,10.77255917,1.972316742,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952486575,73.20078278,0.955750287,0.263218194,Norway,Western Europe,7.487999916,0.034837384,7.55628109,7.419718742,11.08780384,1.972316742,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93913883,72.30091858,0.908547819,0.364717126,Netherlands,Western Europe,7.448900223,0.02779175,7.503372192,7.394428253,10.81271172,1.972316742,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926311195,72.60076904,0.939144194,0.250880182,Sweden,Western Europe,7.353499889,0.036234196,7.424519062,7.282480717,10.75879383,1.972316742,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.949118972,73.20262909,0.936217487,0.22113885,New Zealand,North America and ANZ,7.299600124,0.039465468,7.376952648,7.222247601,10.50094318,1.972316742,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928045869,73.00250244,0.899989486,0.499954879,Austria,Western Europe,7.294199944,0.033365164,7.359595776,7.228804111,10.7428236,1.972316742,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906912208,72.59999847,0.90563643,0.367084295,Luxembourg,Western Europe,7.237500191,0.030851794,7.297969818,7.177030563,11.45068073,1.972316742,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927176654,73.60160065,0.933913231,0.390843362,Canada,North America and ANZ,7.23210001,0.04040546,7.311294556,7.152905464,10.69236851,1.972316742,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.944854617,73.60453796,0.915431738,0.41516912,Australia,North America and ANZ,7.222799778,0.041841116,7.30480814,7.140791416,10.72059631,1.972316742,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93668282,72.30160522,0.834743679,0.435915917,United Kingdom,Western Europe,7.164500237,0.037161909,7.237337589,7.091662884,10.60013485,1.972316742,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.913571239,73.20025635,0.747580588,0.78085506,Israel,Middle East and North Africa,7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,1.972316742,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.901545942,71.29985046,0.934738934,0.786332428,Costa Rica,Latin America and Caribbean,7.121399879,0.044816118,7.209239483,7.033560276,9.658156395,1.972316742,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942081571,72.30078888,0.886982977,0.357184172,Ireland,Western Europe,7.093699932,0.039863452,7.171832085,7.01556778,11.16097832,1.972316742,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898874462,72.20201874,0.867371082,0.456422031,Germany,Western Europe,7.075799942,0.035609804,7.145595074,7.00600481,10.7328186,1.972316742,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914219022,68.29949951,0.842619538,0.699715316,United States,North America and ANZ,6.939599991,0.047316168,7.032339573,6.846860409,10.92576885,1.972316742,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914430678,70.04793549,0.818537354,0.85844624,Czech Republic,Central and Eastern Europe,6.910900116,0.042891297,6.994966984,6.826833248,10.40416336,1.972316742,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.911632538,72.00164795,0.813582063,0.612297952,Belgium,Western Europe,6.863500118,0.034370355,6.930866241,6.796133995,10.6736393,1.972316742,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.849181116,67.08278656,0.941345513,0.594502211,United Arab Emirates,Middle East and North Africa,6.790800095,0.040698379,6.870568752,6.711031437,11.1099987,1.972316742,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93037951,72.19999695,0.924911439,0.658547282,Malta,Western Europe,6.772799969,0.042958103,6.856997967,6.688601971,10.53383827,1.972316742,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937103748,73.80193329,0.825467646,0.583521128,France,Western Europe,6.663799763,0.037576791,6.737450123,6.590149403,10.58422279,1.972316742,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.838665426,68.29902649,0.858709276,0.806821585,Mexico,Latin America and Caribbean,6.465000153,0.048122469,6.559319973,6.370680332,9.797797203,1.972316742,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894309103,69.59999847,0.77153033,0.73188293,Taiwan Province of China,East Asia,6.45539999,0.039139576,6.532113552,6.378686428,10.77568531,1.972316742,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92281127,69.00254822,0.892395437,0.635994136,Uruguay,Latin America and Caribbean,6.440100193,0.045419082,6.529121399,6.351078987,9.948192596,1.972316742,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874067068,66.30514526,0.854191244,0.682619512,Saudi Arabia,Middle East and North Africa,6.406499863,0.056533612,6.517305851,6.295693874,10.79781246,1.972316742,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921125412,74.40270996,0.751989543,0.765859902,Spain,Western Europe,6.400899887,0.04230037,6.483808517,6.317991257,10.46292686,1.972316742,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816621482,64.8089447,0.908147573,0.783237457,Guatemala,Latin America and Caribbean,6.398900032,0.058398303,6.5133605,6.284439564,8.924805641,1.972316742,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889878571,73.60168457,0.66465199,0.873404682,Italy,Western Europe,6.38740015,0.043288074,6.47224474,6.302555561,10.48183632,1.972316742,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.910268962,76.80458069,0.926645339,0.109784193,Singapore,Southeast Asia,6.377099991,0.033258967,6.442287445,6.311912537,11.39552116,1.972316742,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896723807,66.48016357,0.799804807,0.770601273,Brazil,Latin America and Caribbean,6.375599861,0.040790688,6.455549717,6.295650005,9.56643486,1.972316742,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939575672,71.1029892,0.936142623,0.817071021,Slovenia,Central and Eastern Europe,6.363399982,0.043841314,6.449328899,6.277471066,10.39232254,1.972316742,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806092262,66.10826111,0.833805263,0.754319906,El Salvador,Latin America and Caribbean,6.34829998,0.058248438,6.462466717,6.234133244,8.909075737,1.972316742,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820726514,63.88555527,0.861535907,0.922328293,Kosovo,Central and Eastern Europe,6.325200081,0.052216277,6.427544117,6.222856045,9.204429626,1.972316742,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902094483,69.60301208,0.880366504,0.851588905,Panama,Latin America and Caribbean,6.304800034,0.059724931,6.421860695,6.187739372,10.03423405,1.972316742,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.922493756,68.90634155,0.749952674,0.918096125,Slovakia,Central and Eastern Europe,6.280600071,0.03889757,6.35683918,6.204360962,10.34774971,1.972316742,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926595807,65.10757446,0.974998116,0.501497388,Uzbekistan,Commonwealth of Independent States,6.257599831,0.05422755,6.36388588,6.151313782,8.740371704,1.972316742,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879713595,69.90061951,0.744896293,0.838239431,Chile,Latin America and Caribbean,6.228499889,0.045723889,6.318118572,6.138881207,10.0320549,1.972316742,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.876342118,68.5,0.905855775,0.7393471,Bahrain,Middle East and North Africa,6.227300167,0.081882261,6.387789249,6.066811085,10.67638016,1.972316742,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926107109,67.29407501,0.747381449,0.809583843,Lithuania,Central and Eastern Europe,6.215499878,0.044193108,6.302118301,6.128881454,10.34362602,1.972316742,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91529417,63.5,0.857907116,0.912230611,Trinidad and Tobago,Latin America and Caribbean,6.191899776,0.114448458,6.416218758,5.967580795,10.26000214,1.972316742,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,,,,,,
